name,pais,cod,year,list,n_cause,Diseases,sex,,all,total age 0 year,1 -4 year,5-9 year,10-14 year,15-19 year,20-24 year,25-29 year,30-34 year,35-39 year,40-44 year,45-49 year,50-54 year,55-59 year,60-64 year,65-69 year,70-74 year,75-79 year,80-84 year,85 year and above,age,unknown age,absolute-number-of-deaths-from-household-air-,,emition_co2,HFC gases,Nitrous oxide (N₂O),Methane (CH₄),"Death rates from household air pollution (per 100,000) (deaths per 100,000)","Death rates from outdoor air pollution (per 100,000) (deaths per 100,000)",Total population (Gapminder),Energy,Industry,Residential & commercial,Other sources,Land use,Agriculture,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter) (micrograms per cubic meter)",Land use,Agriculture
Brazil,BRA,2070,2008,104,30,Tuberculosis,both sexes,both sexes-2008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,387.31,6221.8,421460,387631.236,0,0,191543237,52975.1235,134.6831,3105.396,0,4889.9353,265591.7674,13.77506387,,
Brazil,BRA,2070,2009,104,30,Tuberculosis,both sexes,both sexes-2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,366.85,0,421609,367147.374,0,0,193246610,47774.0989,138.8896,3061.296,0,2066.2768,268304.3542,13.77506387,,
Brazil,BRA,2070,2010,104,30,Tuberculosis,both sexes,both sexes-2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12193,,419.41,5753,443289,419754.156,8.86564350832,29.0837874025,194946470,58937.5979,143.0961,2939.727,0,23751.5277,279416.3401,10.96493063,,
Brazil,BRA,2070,2011,104,30,Tuberculosis,both sexes,both sexes-2011,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,439.05,0,469456.4973,439412.943,0,0,196655014,0,0,0,0,0,279065.9415,11.47776779,,
Brazil,BRA,2070,2012,104,30,Tuberculosis,both sexes,both sexes-2012,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,469.64,0,477076.7946,470028.726,0,0,198360943,0,0,0,0,0,279651.4747,11.21118317,,
Brazil,BRA,2070,2013,104,30,Tuberculosis,both sexes,both sexes-2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,503.27,0,0,503677.118,0,0,200050487,0,0,0,0,0,276805.0566,11.4422307,,
Brazil,BRA,2070,2014,104,30,Tuberculosis,both sexes,both sexes-2014,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,529.37,0,0,503677.118,0,0,200050487,0,0,0,0,0,279121.78,11.31754584,,
Brazil,BRA,2070,2015,104,30,Tuberculosis,both sexes,both sexes-2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,522.5,0,0,503677.118,0,0,200050487,0,0,0,0,0,279121.78,11.36829449,,
Brazil,BRA,2070,1998,104,390,Lower respiratory infections,both sexes,both sexes-1998,35,8,3,0,0,1,0,0,0,1,0,2,0,3,1,2,2,2,3,1,0,6,31890,,312.03,0,376882,312289.054,0,0,169409713,29412.5517,93.3049,2274.3634,0,16397.1823,220119.4579,15.40530411,,
Brazil,BRA,2070,1999,104,390,Lower respiratory infections,both sexes,both sexes-1999,31,8,2,0,0,0,0,1,0,0,2,0,1,0,2,3,1,1,2,3,0,5,31890,,319.91,0,361634,320173.104,0,0,171936271,32431.2911,94.8782,2317.3924,0,12434.3178,221649.8861,15.40530411,,
Brazil,BRA,2070,2000,104,390,Lower respiratory infections,both sexes,both sexes-2000,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,21676,,327.72,4119.1,343027,327983.814,23.7859838021,50.984225441300005,174425387,36886.458,103.7448,2324.616,0,1860.5373,225590.1463,16.16227859,,
Brazil,BRA,2070,2001,104,390,Lower respiratory infections,both sexes,both sexes-2001,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,,337.16,0,367626,337433.673,0,0,176877135,36188.1935,105.4754,2401.854,0,1890.5891,233435.1263,16.16227859,,
Brazil,BRA,2070,2002,104,390,Lower respiratory infections,both sexes,both sexes-2002,14,5,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,3,0,,332,0,388268,332266.87,0,0,179289227,38313.7669,110.1944,2658.831,0,4421.2398,246204.6235,16.16227859,,
Brazil,BRA,2070,2003,104,390,Lower respiratory infections,both sexes,both sexes-2003,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,321.36,0,419110,321621.569,0,0,181633074,43409.5683,118.8938,2795.394,0,4999.1506,256914.7566,16.16227859,,
Brazil,BRA,2070,2004,104,390,Lower respiratory infections,both sexes,both sexes-2004,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,,337.55,0,459552,337826.042,0,0,183873377,48704.2067,124.4244,2862.174,0,6940.8578,269568.457,16.16227859,,
Brazil,BRA,2070,2005,104,390,Lower respiratory infections,both sexes,both sexes-2005,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,17131,,347.02,5622.1,492336,347308.904,15.350583351900001,39.3474579543,185986964,49826.6492,122.0633,2919.168,0,14811.426,274023.5315,13.77506387,,
Brazil,BRA,2070,2006,104,390,Lower respiratory infections,both sexes,both sexes-2006,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16027,,347.38,0,407314,347668.27,13.7866050227,36.9973771208,187958211,49371.3335,128.3791,2977.023,0,6005.056,269253.9759,13.77506387,,
Brazil,BRA,2070,1998,104,30,Tuberculosis,females,females-1998,1847,19,15,10,13,47,98,119,134,125,174,137,161,117,122,138,106,113,78,91,0,30,31890,Stroke,312.03,0,376882,312289.054,0,0,169409713,29412.5517,93.3049,2274.3634,0,16397.1823,220119.4579,15.40530411,,
Brazil,BRA,2070,1999,104,30,Tuberculosis,females,females-1999,1818,13,18,4,9,46,73,126,126,133,170,139,130,137,140,131,126,120,84,84,0,9,31890,Stroke,319.91,0,361634,320173.104,0,0,171936271,32431.2911,94.8782,2317.3924,0,12434.3178,221649.8861,15.40530411,,
Brazil,BRA,2070,2000,104,30,Tuberculosis,females,females-2000,1704,17,15,10,15,37,67,87,113,135,148,123,144,149,129,121,133,91,83,80,0,7,21676,Stroke,327.72,4119.1,343027,327983.814,23.7859838021,50.984225441300005,174425387,36886.458,103.7448,2324.616,0,1860.5373,225590.1463,16.16227859,,
Brazil,BRA,2070,2001,104,30,Tuberculosis,females,females-2001,1627,6,14,7,8,32,60,71,101,131,136,143,141,118,142,116,136,104,67,86,0,8,0,Stroke,337.16,0,367626,337433.673,0,0,176877135,36188.1935,105.4754,2401.854,0,1890.5891,233435.1263,16.16227859,,
Brazil,BRA,2070,2002,104,30,Tuberculosis,females,females-2002,1513,6,11,5,11,26,52,75,89,128,115,130,118,114,117,110,108,120,77,92,0,9,0,Stroke,332,0,388268,332266.87,0,0,179289227,38313.7669,110.1944,2658.831,0,4421.2398,246204.6235,16.16227859,,
Brazil,BRA,2070,2003,104,30,Tuberculosis,females,females-2003,1534,7,10,2,8,35,52,80,97,103,129,115,125,110,116,124,130,109,74,92,0,16,0,Stroke,321.36,0,419110,321621.569,0,0,181633074,43409.5683,118.8938,2795.394,0,4999.1506,256914.7566,16.16227859,,
Brazil,BRA,2070,2004,104,30,Tuberculosis,females,females-2004,1535,6,14,7,11,32,57,74,96,100,108,159,104,124,98,116,105,122,97,100,0,5,0,Stroke,337.55,0,459552,337826.042,0,0,183873377,48704.2067,124.4244,2862.174,0,6940.8578,269568.457,16.16227859,,
Brazil,BRA,2070,2005,104,30,Tuberculosis,females,females-2005,1488,5,3,9,10,18,39,65,95,116,116,127,99,113,96,113,128,119,108,103,0,6,17131,Stroke,347.02,5622.1,492336,347308.904,15.350583351900001,39.3474579543,185986964,49826.6492,122.0633,2919.168,0,14811.426,274023.5315,13.77506387,,
Brazil,BRA,2070,2006,104,30,Tuberculosis,females,females-2006,1544,7,9,5,15,37,72,77,82,90,115,143,125,114,112,128,117,115,78,96,0,7,16027,Stroke,347.38,0,407314,347668.27,13.7866050227,36.9973771208,187958211,49371.3335,128.3791,2977.023,0,6005.056,269253.9759,13.77506387,,
Brazil,BRA,2070,2007,104,30,Tuberculosis,females,females-2007,1411,3,9,3,8,19,50,78,58,88,116,118,101,121,126,107,98,129,92,85,0,2,0,Stroke,362.92,0,412677,363212.683,0,0,189798070,51066.9854,131.2479,3040.821,0,22386.8752,267177.0909,13.77506387,,
Brazil,BRA,2070,2008,104,30,Tuberculosis,females,females-2008,1419,5,6,6,9,33,35,79,74,86,116,107,104,111,118,110,117,99,94,98,0,12,0,Stroke,387.31,6221.8,421460,387631.236,0,0,191543237,52975.1235,134.6831,3105.396,0,4889.9353,265591.7674,13.77506387,,
Brazil,BRA,2070,2009,104,30,Tuberculosis,females,females-2009,1404,4,1,5,11,23,47,65,73,84,101,115,120,112,109,116,110,118,81,101,0,8,0,Stroke,366.85,0,421609,367147.374,0,0,193246610,47774.0989,138.8896,3061.296,0,2066.2768,268304.3542,13.77506387,,
Brazil,BRA,2070,2010,104,30,Tuberculosis,females,females-2010,1404,4,8,5,9,24,50,70,83,95,106,96,118,115,120,107,125,103,64,100,0,2,12193,Stroke,419.41,5753,443289,419754.156,8.86564350832,29.0837874025,194946470,58937.5979,143.0961,2939.727,0,23751.5277,279416.3401,10.96493063,,
Brazil,BRA,2070,2011,104,30,Tuberculosis,females,females-2011,1248,3,5,3,4,23,47,53,65,69,80,103,103,98,100,107,112,95,85,89,0,4,0,Stroke,439.05,0,469456.4973,439412.943,0,0,196655014,0,0,0,0,0,279065.9415,11.47776779,,
Brazil,BRA,2070,2012,104,30,Tuberculosis,females,females-2012,1291,2,6,5,8,28,49,56,62,76,91,95,115,107,111,85,98,102,93,100,0,2,0,Stroke,469.64,0,477076.7946,470028.726,0,0,198360943,0,0,0,0,0,279651.4747,11.21118317,,
Brazil,BRA,2070,2013,104,30,Tuberculosis,females,females-2013,1309,5,3,3,10,19,42,44,66,83,87,110,112,128,77,124,122,84,81,103,0,6,0,Stroke,503.27,0,0,503677.118,0,0,200050487,0,0,0,0,0,276805.0566,11.4422307,,
Brazil,BRA,2070,2014,104,30,Tuberculosis,females,females-2014,1281,5,8,3,9,26,37,64,71,76,98,101,100,101,104,100,105,91,80,96,0,6,0,Stroke,529.37,0,0,503677.118,0,0,200050487,0,0,0,0,0,279121.78,11.31754584,,
Brazil,BRA,2070,2015,104,30,Tuberculosis,females,females-2015,1313,1,1,1,10,26,43,57,78,81,85,87,130,118,93,125,93,97,95,89,0,3,0,Stroke,522.5,0,0,503677.118,0,0,200050487,0,0,0,0,0,279121.78,11.36829449,,
Brazil,BRA,2070,1998,104,390,Lower respiratory infections,females,females-1998,15449,1845,797,130,145,154,180,203,246,255,316,300,359,401,621,834,1168,1540,1920,3937,0,98,31890,Stroke,312.03,0,376882,312289.054,0,0,169409713,29412.5517,93.3049,2274.3634,0,16397.1823,220119.4579,15.40530411,,
Brazil,BRA,2070,1999,104,390,Lower respiratory infections,females,females-1999,14293,1578,718,129,112,133,170,145,202,243,270,318,360,451,576,783,1049,1399,1810,3806,0,41,31890,Stroke,319.91,0,361634,320173.104,0,0,171936271,32431.2911,94.8782,2317.3924,0,12434.3178,221649.8861,15.40530411,,
Brazil,BRA,2070,2000,104,390,Lower respiratory infections,females,females-2000,14191,1487,669,130,107,125,159,192,218,218,253,288,300,405,603,726,1055,1443,1834,3943,0,36,21676,Stroke,327.72,4119.1,343027,327983.814,23.7859838021,50.984225441300005,174425387,36886.458,103.7448,2324.616,0,1860.5373,225590.1463,16.16227859,,
Brazil,BRA,2070,2001,104,390,Lower respiratory infections,females,females-2001,14608,1224,559,109,113,146,149,143,201,239,296,271,365,458,561,778,1157,1454,1925,4432,0,28,0,Stroke,337.16,0,367626,337433.673,0,0,176877135,36188.1935,105.4754,2401.854,0,1890.5891,233435.1263,16.16227859,,
Brazil,BRA,2070,2002,104,390,Lower respiratory infections,females,females-2002,16174,1185,536,121,101,143,149,176,216,237,283,326,363,468,597,872,1220,1770,2237,5138,0,36,0,Stroke,332,0,388268,332266.87,0,0,179289227,38313.7669,110.1944,2658.831,0,4421.2398,246204.6235,16.16227859,,
Brazil,BRA,2070,2003,104,390,Lower respiratory infections,females,females-2003,16871,1152,533,120,91,122,146,161,185,221,261,344,429,479,611,905,1375,1889,2372,5446,0,29,0,Stroke,321.36,0,419110,321621.569,0,0,181633074,43409.5683,118.8938,2795.394,0,4999.1506,256914.7566,16.16227859,,
Brazil,BRA,2070,2004,104,390,Lower respiratory infections,females,females-2004,18593,1121,539,122,97,125,152,169,200,217,292,320,430,531,703,1091,1467,2151,2655,6186,0,25,0,Stroke,337.55,0,459552,337826.042,0,0,183873377,48704.2067,124.4244,2862.174,0,6940.8578,269568.457,16.16227859,,
Brazil,BRA,2070,2005,104,390,Lower respiratory infections,females,females-2005,17942,1045,502,101,81,116,137,146,153,235,273,361,387,497,569,992,1435,2085,2575,6228,0,24,17131,Stroke,347.02,5622.1,492336,347308.904,15.350583351900001,39.3474579543,185986964,49826.6492,122.0633,2919.168,0,14811.426,274023.5315,13.77506387,,
Brazil,BRA,2070,2006,104,390,Lower respiratory infections,females,females-2006,21144,941,483,113,113,134,135,195,188,258,299,389,520,632,791,1150,1669,2510,3238,7353,0,33,16027,Stroke,347.38,0,407314,347668.27,13.7866050227,36.9973771208,187958211,49371.3335,128.3791,2977.023,0,6005.056,269253.9759,13.77506387,,
Brazil,BRA,2070,2007,104,390,Lower respiratory infections,females,females-2007,22358,836,433,120,79,120,152,179,199,208,321,378,506,629,846,1298,1793,2707,3474,8066,0,14,0,Stroke,362.92,0,412677,363212.683,0,0,189798070,51066.9854,131.2479,3040.821,0,22386.8752,267177.0909,13.77506387,,
Brazil,BRA,2070,2008,104,390,Lower respiratory infections,females,females-2008,22960,783,390,106,88,125,133,153,195,257,316,414,546,677,914,1236,1902,2664,3682,8357,0,22,0,Stroke,387.31,6221.8,421460,387631.236,0,0,191543237,52975.1235,134.6831,3105.396,0,4889.9353,265591.7674,13.77506387,,
Brazil,BRA,2070,2009,104,390,Lower respiratory infections,females,females-2009,27323,797,457,155,113,185,309,326,367,409,536,622,786,900,1064,1421,2255,3004,4172,9418,0,27,0,Stroke,366.85,0,421609,367147.374,0,0,193246610,47774.0989,138.8896,3061.296,0,2066.2768,268304.3542,13.77506387,,
Brazil,BRA,2070,2010,104,390,Lower respiratory infections,females,females-2010,28053,610,376,106,83,132,168,184,222,278,340,514,669,875,1141,1555,2376,3224,4590,10592,0,18,12193,Stroke,419.41,5753,443289,419754.156,8.86564350832,29.0837874025,194946470,58937.5979,143.0961,2939.727,0,23751.5277,279416.3401,10.96493063,,
Brazil,BRA,2070,2011,104,390,Lower respiratory infections,females,females-2011,30289,725,380,132,102,125,140,185,217,299,386,507,705,930,1145,1533,2398,3584,5023,11750,0,23,0,Stroke,439.05,0,469456.4973,439412.943,0,0,196655014,0,0,0,0,0,279065.9415,11.47776779,,
Brazil,BRA,2070,2012,104,390,Lower respiratory infections,females,females-2012,31537,702,369,100,101,131,155,196,252,314,369,520,737,1008,1258,1744,2496,3718,5169,12171,0,27,0,Stroke,469.64,0,477076.7946,470028.726,0,0,198360943,0,0,0,0,0,279651.4747,11.21118317,,
Brazil,BRA,2070,2013,104,390,Lower respiratory infections,females,females-2013,34951,737,352,92,96,131,169,175,290,322,472,628,840,1131,1384,1900,2820,4076,5593,13712,0,31,0,Stroke,503.27,0,0,503677.118,0,0,200050487,0,0,0,0,0,276805.0566,11.4422307,,
Brazil,BRA,2070,2014,104,390,Lower respiratory infections,females,females-2014,36490,655,357,96,92,122,150,158,247,302,396,540,828,1099,1460,1983,2826,4269,5801,15077,0,32,0,Stroke,529.37,0,0,503677.118,0,0,200050487,0,0,0,0,0,279121.78,11.31754584,,
Brazil,BRA,2070,2015,104,390,Lower respiratory infections,females,females-2015,39999,552,325,74,74,124,144,134,230,281,386,574,885,1132,1649,2285,2948,4694,6438,17047,0,23,0,Stroke,522.5,0,0,503677.118,0,0,200050487,0,0,0,0,0,279121.78,11.36829449,,
Brazil,BRA,2070,1998,104,400,Upper respiratory infections,females,females-1998,77,14,19,0,2,3,0,0,1,1,0,1,4,0,4,2,6,6,6,8,0,0,31890,Stroke,312.03,0,376882,312289.054,0,0,169409713,29412.5517,93.3049,2274.3634,0,16397.1823,220119.4579,15.40530411,,
Brazil,BRA,2070,1999,104,400,Upper respiratory infections,females,females-1999,78,19,11,4,2,1,4,1,4,0,3,1,1,3,3,4,1,0,6,10,0,0,31890,Stroke,319.91,0,361634,320173.104,0,0,171936271,32431.2911,94.8782,2317.3924,0,12434.3178,221649.8861,15.40530411,,
Brazil,BRA,2070,2000,104,400,Upper respiratory infections,females,females-2000,67,11,16,2,2,1,3,0,3,1,0,6,1,1,3,2,1,2,4,8,0,0,21676,Stroke,327.72,4119.1,343027,327983.814,23.7859838021,50.984225441300005,174425387,36886.458,103.7448,2324.616,0,1860.5373,225590.1463,16.16227859,,
Brazil,BRA,2070,2001,104,400,Upper respiratory infections,females,females-2001,80,14,7,3,5,4,0,5,1,1,1,2,0,6,2,3,7,5,5,9,0,0,0,Stroke,337.16,0,367626,337433.673,0,0,176877135,36188.1935,105.4754,2401.854,0,1890.5891,233435.1263,16.16227859,,
Brazil,BRA,2070,2002,104,400,Upper respiratory infections,females,females-2002,69,11,11,1,2,2,1,1,0,2,1,2,1,2,2,3,5,1,6,15,0,0,0,Stroke,332,0,388268,332266.87,0,0,179289227,38313.7669,110.1944,2658.831,0,4421.2398,246204.6235,16.16227859,,
Brazil,BRA,2070,2003,104,400,Upper respiratory infections,females,females-2003,72,15,6,7,0,1,4,2,3,0,1,3,0,2,2,2,3,3,7,11,0,0,0,Stroke,321.36,0,419110,321621.569,0,0,181633074,43409.5683,118.8938,2795.394,0,4999.1506,256914.7566,16.16227859,,
Brazil,BRA,2070,2004,104,400,Upper respiratory infections,females,females-2004,68,13,2,3,4,1,4,0,0,1,2,3,1,2,6,2,5,3,4,12,0,0,0,Stroke,337.55,0,459552,337826.042,0,0,183873377,48704.2067,124.4244,2862.174,0,6940.8578,269568.457,16.16227859,,
Brazil,BRA,2070,2005,104,400,Upper respiratory infections,females,females-2005,68,9,11,3,1,2,2,6,0,2,0,2,1,5,2,4,2,7,2,7,0,0,17131,Stroke,347.02,5622.1,492336,347308.904,15.350583351900001,39.3474579543,185986964,49826.6492,122.0633,2919.168,0,14811.426,274023.5315,13.77506387,,
Brazil,BRA,2070,2006,104,400,Upper respiratory infections,females,females-2006,76,11,7,5,1,3,1,3,1,3,0,2,2,0,0,4,5,3,5,20,0,0,16027,Stroke,347.38,0,407314,347668.27,13.7866050227,36.9973771208,187958211,49371.3335,128.3791,2977.023,0,6005.056,269253.9759,13.77506387,,
Brazil,BRA,2070,2007,104,400,Upper respiratory infections,females,females-2007,76,7,8,3,2,2,0,1,2,2,2,3,1,4,3,2,4,2,3,25,0,0,0,Stroke,362.92,0,412677,363212.683,0,0,189798070,51066.9854,131.2479,3040.821,0,22386.8752,267177.0909,13.77506387,,
Brazil,BRA,2070,2008,104,400,Upper respiratory infections,females,females-2008,78,10,10,4,1,0,0,3,0,4,3,2,2,2,2,2,4,3,3,23,0,0,0,Stroke,387.31,6221.8,421460,387631.236,0,0,191543237,52975.1235,134.6831,3105.396,0,4889.9353,265591.7674,13.77506387,,
Brazil,BRA,2070,2009,104,400,Upper respiratory infections,females,females-2009,94,9,6,2,2,4,1,3,0,2,1,1,0,2,3,4,3,7,9,35,0,0,0,Stroke,366.85,0,421609,367147.374,0,0,193246610,47774.0989,138.8896,3061.296,0,2066.2768,268304.3542,13.77506387,,
Brazil,BRA,2070,2010,104,400,Upper respiratory infections,females,females-2010,111,6,10,6,1,3,2,2,3,1,2,4,5,2,4,4,8,6,9,33,0,0,12193,Stroke,419.41,5753,443289,419754.156,8.86564350832,29.0837874025,194946470,58937.5979,143.0961,2939.727,0,23751.5277,279416.3401,10.96493063,,
Brazil,BRA,2070,2011,104,400,Upper respiratory infections,females,females-2011,111,2,13,2,7,1,2,1,4,0,0,2,3,2,2,5,8,13,9,35,0,0,0,Stroke,439.05,0,469456.4973,439412.943,0,0,196655014,0,0,0,0,0,279065.9415,11.47776779,,
Brazil,BRA,2070,2012,104,400,Upper respiratory infections,females,females-2012,82,3,4,5,2,2,0,1,1,3,2,1,6,4,7,2,3,3,4,29,0,0,0,Stroke,469.64,0,477076.7946,470028.726,0,0,198360943,0,0,0,0,0,279651.4747,11.21118317,,
Brazil,BRA,2070,2013,104,400,Upper respiratory infections,females,females-2013,94,7,11,5,5,7,1,1,1,0,0,0,2,2,5,3,8,9,7,20,0,0,0,Stroke,503.27,0,0,503677.118,0,0,200050487,0,0,0,0,0,276805.0566,11.4422307,,
Brazil,BRA,2070,2014,104,400,Upper respiratory infections,females,females-2014,104,9,5,3,3,5,2,5,3,2,3,0,3,4,6,1,3,8,11,28,0,0,0,Stroke,529.37,0,0,503677.118,0,0,200050487,0,0,0,0,0,279121.78,11.31754584,,
Brazil,BRA,2070,2015,104,400,Upper respiratory infections,females,females-2015,111,7,8,4,3,3,6,0,6,3,1,3,1,2,4,6,2,11,9,32,0,0,0,Stroke,522.5,0,0,503677.118,0,0,200050487,0,0,0,0,0,279121.78,11.36829449,,
Brazil,BRA,2070,1998,104,410,Otitis media,females,females-1998,34,8,3,2,1,1,4,4,1,1,0,0,1,0,0,1,2,1,0,3,0,1,31890,Stroke,312.03,0,376882,312289.054,0,0,169409713,29412.5517,93.3049,2274.3634,0,16397.1823,220119.4579,15.40530411,,
Brazil,BRA,2070,1999,104,410,Otitis media,females,females-1999,52,13,2,2,2,1,1,1,3,0,2,3,3,2,4,5,2,2,2,2,0,0,31890,Stroke,319.91,0,361634,320173.104,0,0,171936271,32431.2911,94.8782,2317.3924,0,12434.3178,221649.8861,15.40530411,,
Brazil,BRA,2070,2000,104,410,Otitis media,females,females-2000,52,11,3,0,4,4,3,1,1,1,2,4,2,4,2,2,4,3,0,1,0,0,21676,Stroke,327.72,4119.1,343027,327983.814,23.7859838021,50.984225441300005,174425387,36886.458,103.7448,2324.616,0,1860.5373,225590.1463,16.16227859,,
Brazil,BRA,2070,2001,104,410,Otitis media,females,females-2001,49,8,3,2,4,3,1,4,4,2,0,3,6,2,0,2,0,1,2,2,0,0,0,Stroke,337.16,0,367626,337433.673,0,0,176877135,36188.1935,105.4754,2401.854,0,1890.5891,233435.1263,16.16227859,,
Brazil,BRA,2070,2002,104,410,Otitis media,females,females-2002,38,6,3,2,3,6,2,2,2,1,0,0,1,3,2,1,2,1,0,1,0,0,0,Stroke,332,0,388268,332266.87,0,0,179289227,38313.7669,110.1944,2658.831,0,4421.2398,246204.6235,16.16227859,,
Brazil,BRA,2070,2003,104,410,Otitis media,females,females-2003,46,7,3,1,2,2,3,1,6,1,2,1,2,3,2,3,2,1,0,4,0,0,0,Stroke,321.36,0,419110,321621.569,0,0,181633074,43409.5683,118.8938,2795.394,0,4999.1506,256914.7566,16.16227859,,
Brazil,BRA,2070,2004,104,410,Otitis media,females,females-2004,50,8,3,2,4,2,2,4,1,1,4,1,6,2,3,1,1,1,0,4,0,0,0,Stroke,337.55,0,459552,337826.042,0,0,183873377,48704.2067,124.4244,2862.174,0,6940.8578,269568.457,16.16227859,,
Brazil,BRA,2070,2005,104,410,Otitis media,females,females-2005,43,9,2,1,5,3,0,1,1,4,2,1,2,2,2,4,0,1,2,1,0,0,17131,Stroke,347.02,5622.1,492336,347308.904,15.350583351900001,39.3474579543,185986964,49826.6492,122.0633,2919.168,0,14811.426,274023.5315,13.77506387,,
